D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_426.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_426.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_426.jpg, 0, 0, 0, 7.788206E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_530.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_530.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_530.jpg, 0, 0, 0, 7.796073E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_631.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_631.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_631.jpg, 0, 0, 0, 7.844464E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_733.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_733.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_733.jpg, 0, 0, 0, 7.815123E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_834.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_834.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_834.jpg, 0, 0, 0, 7.864317E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_35_937.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_35_937.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_35_937.jpg, 0, 0, 0, 7.766522E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_36_040.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_36_040.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_36_040.jpg, 0, 0, 0, 7.763301E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_36_142.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_36_142.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_36_142.jpg, 0, 0, 0, 7.809779E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_36_245.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_36_245.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_36_245.jpg, 0, 0, 0, 7.887319E-05
D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\center_2021_11_18_21_54_36_351.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\left_2021_11_18_21_54_36_351.jpg, D:\Machine Learning\SelfDrivingCar\FindingLanes\simulator-windows-32\Data\IMG\right_2021_11_18_21_54_36_351.jpg, 0, 0, 0, 7.801257E-05
